"sequence","support","pattern"
"<{Ketoconazole},{Calcipotriene-Betamethasone}>",0.00259870902841814,2
"<{Adalimumab},{Methotrexate},{Apremilast}>",0.00259870902841814,3
"<{Clobetasol},{Betamethasone},{Apremilast}>",0.00259870902841814,3
"<{Clobetasol},{Adalimumab},{Apremilast}>",0.00259870902841814,3
"<{Hydrocortisone},{Ustekinumab}>",0.00258473747450191,2
"<{Etanercept},{Clobetasol},{Secukinumab}>",0.00258473747450191,3
"<{Ustekinumab},{Hydrocortisone}>",0.00258473747450191,2
"<{Triamcinolone},{Guselkumab}>",0.00258473747450191,2
"<{Ketoconazole},{Clobetasol},{Fluticasone}>",0.00258473747450191,3
"<{Methotrexate},{Etanercept},{Fluocinonide}>",0.00258473747450191,3
"<{Adalimumab},{Hydrocortisone},{Triamcinolone}>",0.00257076592058569,3
"<{Adalimumab},{Pimecrolimus}>",0.00257076592058569,2
"<{Fluticasone},{Methotrexate},{Fluocinonide}>",0.00257076592058569,3
"<{Fluocinonide},{Calcipotriene-Betamethasone}>",0.00257076592058569,2
"<{Triamcinolone},{Betamethasone},{Apremilast}>",0.00257076592058569,3
"<{Betamethasone},{Fluticasone},{Triamcinolone}>",0.00255679436666946,3
"<{Fluocinolone},{Secukinumab}>",0.00255679436666946,2
"<{Halobetasol},{Secukinumab}>",0.00255679436666946,2
"<{Triamcinolone},{Fluticasone},{Mometasone}>",0.00255679436666946,3
"<{Fluocinonide},{Triamcinolone},{Methotrexate}>",0.00255679436666946,3
"<{Betamethasone},{Triamcinolone},{Methotrexate}>",0.00255679436666946,3
"<{Fluocinonide},{Ixekizumab}>",0.00255679436666946,2
"<{Methotrexate},{Clobetasol},{Ixekizumab}>",0.00255679436666946,3
"<{Gentamicin},{Hydrocortisone}>",0.00255679436666946,2
"<{Adalimumab},{Etanercept},{Clobetasol}>",0.00255679436666946,3
"<{Fluocinonide},{Methotrexate},{Adalimumab}>",0.00255679436666946,3
"<{Methotrexate},{Calcipotriene},{Triamcinolone}>",0.00254282281275323,3
"<{Clobetasol},{Betamethasone},{Ketoconazole}>",0.00254282281275323,3
"<{Certolizumab},{Hydrocortisone}>",0.00254282281275323,2
"<{Fluticasone},{Adalimumab},{Hydrocortisone}>",0.00254282281275323,3
"<{Triamcinolone},{Mometasone},{Fluticasone}>",0.00254282281275323,3
"<{Hydrocortisone},{Methotrexate},{Fluticasone}>",0.00254282281275323,3
"<{Methotrexate},{Fluticasone},{Fluocinolone}>",0.00254282281275323,3
"<{Triamcinolone},{Cyclosporine}>",0.00254282281275323,2
"<{Etanercept},{Clobetasol},{Betamethasone}>",0.00254282281275323,3
"<{Hydrocortisone},{Methotrexate},{Adalimumab}>",0.00254282281275323,3
"<{Methotrexate},{Ciclopirox},{Triamcinolone}>",0.00252885125883701,3
"<{Methotrexate},{Betamethasone},{Secukinumab}>",0.00252885125883701,3
"<{Fluticasone},{Mycophenolate}>",0.00252885125883701,2
"<{Methotrexate},{Triamcinolone},{Gentamicin}>",0.00252885125883701,3
"<{Calcitriol},{Triamcinolone}>",0.00251487970492078,2
"<{Clobetasol},{Triamcinolone},{Mometasone}>",0.00251487970492078,3
"<{Methotrexate},{Triamcinolone},{Ixekizumab}>",0.00251487970492078,3
"<{Apremilast},{Fluocinolone}>",0.00251487970492078,2
"<{Mometasone},{Fluocinolone}>",0.00251487970492078,2
"<{Fluticasone},{Triamcinolone},{Calcipotriene}>",0.00251487970492078,3
"<{Methotrexate},{Betamethasone},{Calcipotriene}>",0.00251487970492078,3
"<{Clobetasol},{Etanercept},{Adalimumab}>",0.00251487970492078,3
"<{Adalimumab},{Ketoconazole},{Triamcinolone}>",0.00250090815100455,3
"<{Fluticasone},{Adalimumab},{Methotrexate}>",0.00250090815100455,3
"<{Triamcinolone},{Betamethasone},{Fluocinonide}>",0.00250090815100455,3
"<{Triamcinolone},{Betamethasone},{Calcipotriene}>",0.00250090815100455,3
"<{Clobetasol},{Ketoconazole},{Methotrexate}>",0.00248693659708833,3
"<{Calcipotriene-Betamethasone},{Ketoconazole}>",0.00248693659708833,2
"<{Secukinumab},{Calcipotriene}>",0.00248693659708833,2
"<{Triamcinolone},{Adalimumab},{Betamethasone}>",0.00248693659708833,3
"<{Fluticasone},{Apremilast},{Triamcinolone}>",0.0024729650431721,3
"<{Clobetasol},{Sulfacetamide}>",0.0024729650431721,2
"<{Methotrexate},{Betamethasone},{Mometasone}>",0.0024729650431721,3
"<{Adalimumab},{Etanercept},{Methotrexate}>",0.0024729650431721,3
"<{Triamcinolone},{Fluocinonide},{Ketoconazole}>",0.0024729650431721,3
"<{Adalimumab},{Methotrexate},{Ketoconazole}>",0.0024729650431721,3
"<{Clobetasol},{Secukinumab},{Ixekizumab}>",0.0024729650431721,3
"<{Fluocinonide},{Triamcinolone},{Clobetasol}>",0.0024729650431721,3
"<{Methotrexate},{Clobetasol},{Calcipotriene-Betamethasone}>",0.0024729650431721,3
"<{Adalimumab},{Clobetasol},{Calcipotriene}>",0.0024729650431721,3
"<{Methotrexate},{Fluocinonide},{Adalimumab}>",0.0024729650431721,3
"<{Calcipotriene-Betamethasone},{Hydrocortisone}>",0.00245899348925587,2
"<{Clobetasol},{Betamethasone},{Hydrocortisone}>",0.00245899348925587,3
"<{Ketoconazole},{Methotrexate},{Fluticasone}>",0.00245899348925587,3
"<{Infliximab},{Clobetasol}>",0.00245899348925587,2
"<{Hydrocortisone},{Triamcinolone},{Betamethasone}>",0.00245899348925587,3
"<{Fluocinonide},{Triamcinolone},{Fluticasone}>",0.00244502193533965,3
"<{Clobetasol},{Fluocinonide},{Fluticasone}>",0.00244502193533965,3
"<{Clobetasol},{Fluticasone},{Calcipotriene}>",0.00244502193533965,3
"<{Tacrolimus},{Betamethasone}>",0.00244502193533965,2
"<{Clobetasol},{Hydrocortisone},{Betamethasone}>",0.00244502193533965,3
"<{Apremilast},{Clobetasol},{Triamcinolone}>",0.00243105038142342,3
"<{Fluticasone},{Betamethasone},{Hydrocortisone}>",0.00243105038142342,3
"<{Clobetasol},{Fluticasone},{Fluocinonide}>",0.00243105038142342,3
"<{Methotrexate},{Clobetasol},{Ustekinumab}>",0.0024170788275072,3
"<{Sulfacetamide},{Triamcinolone}>",0.0024170788275072,2
"<{Adalimumab},{Clobetasol},{Ketoconazole}>",0.0024170788275072,3
"<{Adalimumab},{Clobetasol},{Hydrocortisone}>",0.0024170788275072,3
"<{Triamcinolone},{Ketoconazole},{Fluocinonide}>",0.0024170788275072,3
"<{Ketoconazole},{Pimecrolimus}>",0.00240310727359097,2
"<{Methotrexate},{Mometasone},{Ketoconazole}>",0.00240310727359097,3
"<{Pimecrolimus},{Fluticasone}>",0.00240310727359097,2
"<{Methotrexate},{Calcipotriene},{Fluticasone}>",0.00240310727359097,3
"<{Adalimumab},{Triamcinolone},{Fluocinonide}>",0.00240310727359097,3
"<{Triamcinolone},{Calcitriol}>",0.00240310727359097,2
"<{Methotrexate},{Adalimumab},{Calcipotriene}>",0.00240310727359097,3
"<{Clobetasol},{Adalimumab},{Betamethasone}>",0.00240310727359097,3
"<{Halcinonide}>",0.00238913571967474,1
"<{Clobetasol},{Mycophenolate}>",0.00238913571967474,2
"<{Clobetasol},{Ketoconazole},{Hydrocortisone}>",0.00238913571967474,3
"<{Clobetasol},{Adalimumab},{Hydrocortisone}>",0.00238913571967474,3
"<{Ciclopirox},{Fluocinonide}>",0.00238913571967474,2
"<{Betamethasone},{Desoximetasone}>",0.00238913571967474,2
"<{Triamcinolone},{Mometasone},{Clobetasol}>",0.00238913571967474,3
"<{Methotrexate},{Ustekinumab},{Secukinumab}>",0.00237516416575852,3
"<{Hydrocortisone},{Triamcinolone},{Ketoconazole}>",0.00237516416575852,3
"<{Fluticasone},{Hydrocortisone},{Ketoconazole}>",0.00237516416575852,3
"<{Methotrexate},{Apremilast},{Ixekizumab}>",0.00237516416575852,3
"<{Tacrolimus},{Hydrocortisone}>",0.00237516416575852,2
"<{Ketoconazole},{Triamcinolone},{Hydrocortisone}>",0.00237516416575852,3
"<{Clobetasol},{Triamcinolone},{Halobetasol}>",0.00237516416575852,3
"<{Betamethasone},{Methotrexate},{Clobetasol}>",0.00237516416575852,3
"<{Clobetasol},{Betamethasone},{Calcipotriene}>",0.00237516416575852,3
"<{Clobetasol},{Fluocinonide},{Betamethasone}>",0.00237516416575852,3
"<{Triamcinolone},{Fluticasone},{Apremilast}>",0.00237516416575852,3
"<{Etanercept},{Methotrexate},{Betamethasone}>",0.00236119261184229,3
"<{Fluocinonide},{Clobetasol},{Triamcinolone}>",0.00234722105792606,3
"<{Azathioprine},{Ketoconazole}>",0.00234722105792606,2
"<{Adalimumab},{Crisaborole}>",0.00234722105792606,2
"<{Methotrexate},{Etanercept},{Mometasone}>",0.00233324950400984,3
"<{Ketoconazole},{Fluticasone},{Methotrexate}>",0.00233324950400984,3
"<{Clobetasol},{Infliximab}>",0.00233324950400984,2
"<{Clobetasol},{Calcipotriene},{Betamethasone}>",0.00233324950400984,3
"<{Methotrexate},{Triamcinolone},{Ustekinumab}>",0.00231927795009361,3
"<{Apremilast},{Methotrexate},{Triamcinolone}>",0.00231927795009361,3
"<{Fluocinonide},{Clobetasol},{Fluticasone}>",0.00231927795009361,3
"<{Clobetasol},{Etanercept},{Fluticasone}>",0.00231927795009361,3
"<{Halobetasol},{Fluocinonide}>",0.00231927795009361,2
"<{Fluticasone},{Triamcinolone},{Fluocinolone}>",0.00231927795009361,3
"<{Adalimumab},{Clobetasol},{Etanercept}>",0.00231927795009361,3
"<{Fluticasone},{Fluocinonide},{Clobetasol}>",0.00231927795009361,3
"<{Betamethasone},{Certolizumab}>",0.00231927795009361,2
"<{Fluocinonide},{Methotrexate},{Triamcinolone}>",0.00230530639617738,3
"<{Adalimumab},{Betamethasone},{Triamcinolone}>",0.00230530639617738,3
"<{Methotrexate},{Clobetasol},{Tacrolimus}>",0.00230530639617738,3
"<{Triamcinolone},{Apremilast},{Secukinumab}>",0.00230530639617738,3
"<{Nicotine},{Methotrexate}>",0.00230530639617738,2
"<{Fluocinonide},{Clobetasol},{Methotrexate}>",0.00230530639617738,3
"<{Azathioprine},{Hydrocortisone}>",0.00230530639617738,2
"<{Nicotine},{Fluticasone}>",0.00230530639617738,2
"<{Fluocinonide},{Triamcinolone},{Betamethasone}>",0.00230530639617738,3
"<{Methotrexate},{Secukinumab},{Apremilast}>",0.00230530639617738,3
"<{Clobetasol},{Acitretin}>",0.00230530639617738,2
"<{Hydrocortisone},{Clobetasol},{Triamcinolone}>",0.00229133484226116,3
"<{Triamcinolone},{Clobetasol},{Tacrolimus}>",0.00229133484226116,3
"<{Clobetasol},{Fluocinonide},{Methotrexate}>",0.00229133484226116,3
"<{Desoximetasone},{Hydrocortisone}>",0.00229133484226116,2
"<{Etanercept},{Methotrexate},{Hydrocortisone}>",0.00229133484226116,3
"<{Adalimumab},{Guselkumab}>",0.00229133484226116,2
"<{Adalimumab},{Desoximetasone}>",0.00229133484226116,2
"<{Triamcinolone},{Etanercept},{Clobetasol}>",0.00229133484226116,3
"<{Methotrexate},{Fluticasone},{Triamcinolone},{Clobetasol}>",0.00229133484226116,4
"<{Clobetasol},{Calcipotriene},{Apremilast}>",0.00229133484226116,3
"<{Triamcinolone},{Infliximab}>",0.00227736328834493,2
"<{Triamcinolone},{Etanercept},{Fluticasone}>",0.00227736328834493,3
"<{Clobetasol},{Cyclosporine}>",0.00227736328834493,2
"<{Fluticasone},{Mometasone},{Clobetasol}>",0.00227736328834493,3
"<{Calcipotriene},{Calcipotriene-Betamethasone}>",0.00227736328834493,2
"<{Clobetasol},{Ketoconazole},{Betamethasone}>",0.00227736328834493,3
"<{Desoximetasone},{Adalimumab}>",0.00227736328834493,2
"<{Ketoconazole},{Ustekinumab}>",0.0022633917344287,2
"<{Mometasone},{Tacrolimus}>",0.0022633917344287,2
"<{Fluticasone},{Apremilast},{Secukinumab}>",0.0022633917344287,3
"<{Secukinumab},{Mometasone}>",0.0022633917344287,2
"<{Triamcinolone},{Methotrexate},{Mometasone}>",0.0022633917344287,3
"<{Fluticasone},{Clobetasol},{Mometasone}>",0.0022633917344287,3
"<{Etanercept},{Fluticasone},{Methotrexate}>",0.0022633917344287,3
"<{Certolizumab},{Ketoconazole}>",0.0022633917344287,2
"<{Apremilast},{Ciclopirox}>",0.0022633917344287,2
"<{Ketoconazole},{Hydrocortisone},{Triamcinolone}>",0.00224942018051248,3
"<{Clobetasol},{Methotrexate},{Mometasone}>",0.00224942018051248,3
"<{Fluticasone},{Betamethasone},{Ketoconazole}>",0.00224942018051248,3
"<{Hydrocortisone},{Ixekizumab}>",0.00224942018051248,2
"<{Secukinumab},{Halobetasol}>",0.00224942018051248,2
"<{Adalimumab},{Fluticasone},{Apremilast}>",0.00224942018051248,3
"<{Apremilast},{Tacrolimus}>",0.00223544862659625,2
"<{Triamcinolone},{Fluticasone},{Secukinumab}>",0.00223544862659625,3
"<{Sulfacetamide},{Fluticasone}>",0.00223544862659625,2
"<{Methotrexate},{Ciclopirox},{Fluticasone}>",0.00223544862659625,3
"<{Methotrexate},{Clobetasol},{Ciclopirox}>",0.00223544862659625,3
"<{Betamethasone},{Crisaborole}>",0.00222147707268002,2
"<{Ketoconazole,Fluocinonide}>",0.0022075055187638,2
"<{Risankizumab-Rzaa}>",0.0022075055187638,1
"<{Tacrolimus},{Ketoconazole}>",0.0022075055187638,2
"<{Triamcinolone},{Adalimumab},{Ketoconazole}>",0.0022075055187638,3
"<{Calcipotriene-Betamethasone},{Halobetasol}>",0.0022075055187638,2
"<{Fluocinonide},{Gentamicin}>",0.0022075055187638,2
"<{Fluocinonide,Ketoconazole}>",0.00219353396484757,2
"<{Fluocinonide},{Ustekinumab}>",0.00219353396484757,2
"<{Methotrexate},{Ketoconazole},{Mometasone}>",0.00219353396484757,3
"<{Ustekinumab},{Ketoconazole}>",0.00219353396484757,2
"<{Hydrocortisone},{Clobetasol},{Fluticasone}>",0.00219353396484757,3
"<{Calcipotriene-Betamethasone},{Etanercept}>",0.00219353396484757,2
"<{Apremilast},{Fluticasone},{Triamcinolone}>",0.00217956241093134,3
"<{Calcipotriene},{Ixekizumab}>",0.00217956241093134,2
"<{Betamethasone},{Triamcinolone},{Hydrocortisone}>",0.00217956241093134,3
"<{Fluocinonide},{Desonide}>",0.00217956241093134,2
"<{Azathioprine},{Betamethasone}>",0.00217956241093134,2
"<{Etanercept},{Hydrocortisone},{Triamcinolone}>",0.00216559085701512,3
"<{Fluocinonide},{Fluticasone},{Triamcinolone}>",0.00216559085701512,3
"<{Adalimumab},{Fluticasone},{Ketoconazole}>",0.00216559085701512,3
"<{Methotrexate},{Mometasone},{Hydrocortisone}>",0.00216559085701512,3
"<{Triamcinolone},{Apremilast},{Fluticasone}>",0.00216559085701512,3
"<{Triamcinolone},{Hydrocortisone},{Fluocinonide}>",0.00216559085701512,3
"<{Adalimumab},{Fluticasone},{Etanercept}>",0.00216559085701512,3
"<{Triamcinolone},{Alclometasone}>",0.00216559085701512,2
"<{Etanercept},{Apremilast},{Secukinumab}>",0.00215161930309889,3
"<{Ciclopirox},{Mometasone}>",0.00215161930309889,2
"<{Clobetasol},{Fluticasone},{Mometasone}>",0.00215161930309889,3
"<{Triamcinolone},{Clobetasol},{Fluocinolone}>",0.00215161930309889,3
"<{Certolizumab},{Etanercept}>",0.00215161930309889,2
"<{Clobetasol},{Mometasone},{Triamcinolone}>",0.00212367619526644,3
"<{Etanercept},{Triamcinolone},{Secukinumab}>",0.00212367619526644,3
"<{Methotrexate},{Hydrocortisone},{Mometasone}>",0.00212367619526644,3
"<{Clobetasol},{Fluocinonide},{Hydrocortisone}>",0.00212367619526644,3
"<{Clobetasol},{Triamcinolone},{Etanercept}>",0.00212367619526644,3
"<{Fluocinolone},{Calcipotriene}>",0.00212367619526644,2
"<{Fluticasone},{Adalimumab},{Betamethasone}>",0.00212367619526644,3
"<{Halobetasol},{Mometasone}>",0.00210970464135021,2
"<{Triamcinolone},{Calcipotriene},{Methotrexate}>",0.00210970464135021,3
"<{Clobetasol},{Mometasone},{Fluticasone}>",0.00210970464135021,3
"<{Clobetasol},{Betamethasone},{Fluocinonide}>",0.00210970464135021,3
"<{Fluticasone},{Betamethasone},{Adalimumab}>",0.00210970464135021,3
"<{Fluticasone},{Fluocinonide},{Methotrexate}>",0.00209573308743398,3
"<{Clobetasol},{Triamcinolone},{Fluocinolone}>",0.00209573308743398,3
"<{Methotrexate},{Hydrocortisone},{Etanercept}>",0.00209573308743398,3
"<{Fluocinonide},{Methotrexate},{Clobetasol}>",0.00209573308743398,3
"<{Hydrocortisone},{Calcipotriene-Betamethasone}>",0.00209573308743398,2
"<{Hydrocortisone,Triamcinolone}>",0.00208176153351776,2
"<{Sulfacetamide},{Methotrexate}>",0.00208176153351776,2
"<{Hydrocortisone},{Clobetasol},{Methotrexate}>",0.00208176153351776,3
"<{Methotrexate},{Fluticasone},{Ixekizumab}>",0.00208176153351776,3
"<{Fluticasone},{Guselkumab}>",0.00208176153351776,2
"<{Triamcinolone},{Calcipotriene},{Fluticasone}>",0.00208176153351776,3
"<{Adalimumab},{Ketoconazole},{Fluticasone}>",0.00208176153351776,3
"<{Calcipotriene},{Fluocinolone}>",0.00208176153351776,2
"<{Triamcinolone},{Fluticasone},{Etanercept}>",0.00208176153351776,3
"<{Nicotine},{Clobetasol}>",0.00208176153351776,2
"<{Triamcinolone},{Methotrexate},{Calcipotriene}>",0.00208176153351776,3
"<{Etanercept},{Clobetasol},{Apremilast}>",0.00208176153351776,3
"<{Adalimumab},{Secukinumab},{Triamcinolone}>",0.00206778997960153,3
"<{Apremilast},{Clobetasol},{Secukinumab}>",0.00206778997960153,3
"<{Pimecrolimus},{Methotrexate}>",0.00206778997960153,2
"<{Calcipotriene-Betamethasone},{Ixekizumab}>",0.00206778997960153,2
"<{Methotrexate},{Fluticasone},{Halobetasol}>",0.00206778997960153,3
"<{Fluticasone},{Clobetasol},{Etanercept}>",0.00206778997960153,3
"<{Calcipotriene,Betamethasone}>",0.0020538184256853,2
"<{Methotrexate},{Selenium}>",0.0020538184256853,2
"<{Triamcinolone},{Betamethasone},{Secukinumab}>",0.0020538184256853,3
"<{Clobetasol},{Etanercept},{Secukinumab}>",0.0020538184256853,3
"<{Clobetasol},{Adalimumab},{Ketoconazole}>",0.0020538184256853,3
"<{Methotrexate},{Apremilast},{Hydrocortisone}>",0.0020538184256853,3
"<{Adalimumab},{Secukinumab},{Fluticasone}>",0.0020538184256853,3
"<{Methotrexate},{Calcipotriene},{Clobetasol}>",0.0020538184256853,3
"<{Ketoconazole},{Clobetasol},{Betamethasone}>",0.0020538184256853,3
"<{Fluticasone},{Fluocinonide},{Betamethasone}>",0.0020538184256853,3
"<{Fluticasone},{Betamethasone},{Apremilast}>",0.0020538184256853,3
"<{Triamcinolone},{Acitretin}>",0.0020538184256853,2
"<{Clobetasol},{Secukinumab},{Triamcinolone}>",0.00203984687176908,3
"<{Methotrexate},{Certolizumab},{Triamcinolone}>",0.00203984687176908,3
"<{Adalimumab},{Apremilast},{Triamcinolone}>",0.00203984687176908,3
"<{Etanercept},{Fluticasone},{Secukinumab}>",0.00203984687176908,3
"<{Triamcinolone},{Betamethasone},{Mometasone}>",0.00203984687176908,3
"<{Fluocinolone},{Etanercept}>",0.00203984687176908,2
"<{Clobetasol},{Calcipotriene},{Adalimumab}>",0.00203984687176908,3
"<{Pyrithione}>",0.00202587531785285,1
"<{Etanercept},{Fluticasone},{Hydrocortisone}>",0.00202587531785285,3
"<{Calcipotriene-Betamethasone},{Fluocinonide}>",0.00202587531785285,2
"<{Methotrexate},{Betamethasone},{Etanercept}>",0.00202587531785285,3
"<{Fluticasone},{Calcitriol}>",0.00202587531785285,2
"<{Fluticasone},{Alclometasone}>",0.00202587531785285,2
"<{Triamcinolone},{Apremilast},{Adalimumab}>",0.00202587531785285,3
"<{Methotrexate},{Apremilast},{Ustekinumab}>",0.00201190376393663,3
"<{Etanercept},{Betamethasone},{Triamcinolone}>",0.00201190376393663,3
"<{Adalimumab},{Infliximab}>",0.00201190376393663,2
"<{Ketoconazole},{Clobetasol},{Hydrocortisone}>",0.00201190376393663,3
"<{Calcitriol},{Fluticasone}>",0.00201190376393663,2
"<{Ustekinumab},{Etanercept}>",0.00201190376393663,2
"<{Methotrexate},{Apremilast},{Etanercept}>",0.00201190376393663,3
"<{Triamcinolone},{Dupilumab}>",0.00201190376393663,2
"<{Methotrexate},{Triamcinolone},{Desonide}>",0.00201190376393663,3
"<{Mycophenolate},{Triamcinolone}>",0.0019979322100204,2
"<{Fluticasone},{Secukinumab},{Ixekizumab}>",0.0019979322100204,3
"<{Apremilast},{Secukinumab},{Ixekizumab}>",0.0019979322100204,3
"<{Ketoconazole},{Fluticasone},{Hydrocortisone}>",0.0019979322100204,3
"<{Clobetasol},{Secukinumab},{Fluticasone}>",0.0019979322100204,3
"<{Adalimumab},{Betamethasone},{Clobetasol}>",0.0019979322100204,3
"<{Fluticasone},{Triamcinolone},{Ciclopirox}>",0.0019979322100204,3
"<{Etanercept},{Fluticasone},{Betamethasone}>",0.0019979322100204,3
"<{Methotrexate},{Hydrocortisone},{Apremilast}>",0.0019979322100204,3
"<{Certolizumab},{Ustekinumab}>",0.00198396065610417,2
"<{Mometasone},{Triamcinolone},{Fluticasone}>",0.00198396065610417,3
"<{Clobetasol},{Fluticasone},{Etanercept}>",0.00198396065610417,3
"<{Desoximetasone},{Ketoconazole}>",0.00196998910218795,2
"<{Etanercept},{Triamcinolone},{Ketoconazole}>",0.00196998910218795,3
"<{Triamcinolone,Hydrocortisone}>",0.00195601754827172,2
"<{Methotrexate},{Tazarotene}>",0.00195601754827172,2
"<{Clobetasol},{Triamcinolone},{Tacrolimus}>",0.00195601754827172,3
"<{Betamethasone},{Fluticasone},{Methotrexate}>",0.00195601754827172,3
"<{Clobetasol},{Hydrocortisone},{Ketoconazole}>",0.00195601754827172,3
"<{Etanercept},{Clobetasol},{Hydrocortisone}>",0.00195601754827172,3
"<{Etanercept},{Adalimumab},{Hydrocortisone}>",0.00195601754827172,3
"<{Methotrexate},{Ketoconazole},{Apremilast}>",0.00195601754827172,3
"<{Clobetasol},{Secukinumab},{Methotrexate}>",0.00194204599435549,3
"<{Clobetasol},{Triamcinolone},{Ixekizumab}>",0.00194204599435549,3
"<{Methotrexate},{Triamcinolone},{Clobetasol},{Fluticasone}>",0.00194204599435549,4
"<{Triamcinolone},{Apremilast},{Clobetasol}>",0.00194204599435549,3
"<{Adalimumab},{Hydrocortisone},{Clobetasol}>",0.00194204599435549,3
"<{Hydrocortisone},{Certolizumab}>",0.00194204599435549,2
"<{Gentamicin},{Adalimumab}>",0.00194204599435549,2
"<{Tacrolimus},{Adalimumab}>",0.00194204599435549,2
"<{Methotrexate},{Fluticasone},{Clobetasol},{Triamcinolone}>",0.00192807444043927,4
"<{Betamethasone},{Pimecrolimus}>",0.00192807444043927,2
"<{Desonide},{Mometasone}>",0.00192807444043927,2
"<{Fluticasone},{Adalimumab},{Ketoconazole}>",0.00192807444043927,3
"<{Ustekinumab},{Fluocinonide}>",0.00192807444043927,2
"<{Fluticasone},{Etanercept},{Clobetasol}>",0.00192807444043927,3
"<{Secukinumab},{Calcipotriene-Betamethasone}>",0.00192807444043927,2
"<{Triamcinolone},{Fluticasone},{Calcipotriene}>",0.00192807444043927,3
"<{Ketoconazole},{Fluticasone},{Betamethasone}>",0.00192807444043927,3
"<{Methotrexate},{Fluocinonide},{Apremilast}>",0.00192807444043927,3
"<{Fluticasone},{Hydrocortisone},{Adalimumab}>",0.00192807444043927,3
"<{Desonide},{Tacrolimus}>",0.00191410288652304,2
"<{Fluocinonide},{Clobetasol},{Betamethasone}>",0.00191410288652304,3
"<{Desoximetasone},{Apremilast}>",0.00191410288652304,2
"<{Clobetasol},{Alclometasone}>",0.00191410288652304,2
"<{Crisaborole},{Triamcinolone}>",0.00190013133260681,2
"<{Adalimumab},{Fluocinonide},{Triamcinolone}>",0.00190013133260681,3
"<{Calcipotriene},{Tacrolimus}>",0.00190013133260681,2
"<{Fluticasone},{Triamcinolone},{Tacrolimus}>",0.00190013133260681,3
"<{Triamcinolone},{Apremilast},{Methotrexate}>",0.00190013133260681,3
"<{Fluticasone},{Mometasone},{Methotrexate}>",0.00190013133260681,3
"<{Certolizumab},{Ixekizumab}>",0.00190013133260681,2
"<{Mycophenolate},{Fluticasone}>",0.00190013133260681,2
"<{Fluocinonide},{Methotrexate},{Fluticasone}>",0.00190013133260681,3
"<{Adalimumab},{Hydrocortisone},{Fluticasone}>",0.00190013133260681,3
"<{Adalimumab},{Betamethasone},{Fluticasone}>",0.00190013133260681,3
"<{Adalimumab},{Methotrexate},{Fluocinonide}>",0.00190013133260681,3
"<{Methotrexate},{Ketoconazole},{Etanercept}>",0.00190013133260681,3
"<{Clobetasol},{Apremilast},{Betamethasone}>",0.00190013133260681,3
"<{Methotrexate},{Fluticasone},{Ustekinumab}>",0.00188615977869059,3
"<{Mometasone},{Fluticasone},{Triamcinolone}>",0.00188615977869059,3
"<{Azathioprine},{Mycophenolate}>",0.00188615977869059,2
"<{Ketoconazole},{Methotrexate},{Hydrocortisone}>",0.00188615977869059,3
"<{Ketoconazole},{Hydrocortisone},{Fluticasone}>",0.00188615977869059,3
"<{Hydrocortisone},{Triamcinolone},{Fluocinonide}>",0.00188615977869059,3
"<{Desonide},{Etanercept}>",0.00188615977869059,2
"<{Hydrocortisone},{Fluticasone},{Clobetasol}>",0.00188615977869059,3
"<{Methotrexate},{Ketoconazole},{Ciclopirox}>",0.00188615977869059,3
"<{Methotrexate},{Fluticasone},{Triamcinolone},{Betamethasone}>",0.00188615977869059,4
"<{Triamcinolone},{Ketoconazole},{Adalimumab}>",0.00188615977869059,3
"<{Methotrexate},{Desonide},{Triamcinolone}>",0.00187218822477436,3
"<{Methotrexate},{Adalimumab},{Fluticasone},{Triamcinolone}>",0.00187218822477436,4
"<{Apremilast},{Adalimumab},{Secukinumab}>",0.00187218822477436,3
"<{Etanercept},{Secukinumab},{Ixekizumab}>",0.00187218822477436,3
"<{Clobetasol},{Methotrexate},{Ixekizumab}>",0.00187218822477436,3
"<{Clobetasol},{Apremilast},{Ixekizumab}>",0.00187218822477436,3
"<{Fluocinonide},{Triamcinolone},{Hydrocortisone}>",0.00187218822477436,3
"<{Hydrocortisone},{Methotrexate},{Clobetasol}>",0.00187218822477436,3
"<{Methotrexate},{Triamcinolone},{Calcipotriene-Betamethasone}>",0.00187218822477436,3
"<{Etanercept},{Adalimumab},{Apremilast}>",0.00187218822477436,3
"<{Mometasone},{Methotrexate},{Adalimumab}>",0.00187218822477436,3
"<{Betamethasone,Calcipotriene}>",0.00185821667085813,2
"<{Clobetasol},{Betamethasone},{Secukinumab}>",0.00185821667085813,3
"<{Fluticasone},{Fluocinonide},{Hydrocortisone}>",0.00185821667085813,3
"<{Methotrexate},{Fluticasone},{Gentamicin}>",0.00185821667085813,3
"<{Ketoconazole},{Triamcinolone},{Fluocinonide}>",0.00185821667085813,3
"<{Pimecrolimus},{Clobetasol}>",0.00185821667085813,2
"<{Mometasone},{Triamcinolone},{Clobetasol}>",0.00185821667085813,3
"<{Triamcinolone},{Calcipotriene},{Clobetasol}>",0.00185821667085813,3
"<{Methotrexate},{Adalimumab},{Ciclopirox}>",0.00185821667085813,3
"<{Ciclopirox},{Apremilast}>",0.00185821667085813,2
"<{Methotrexate},{Secukinumab},{Ustekinumab}>",0.00184424511694191,3
"<{Mometasone},{Methotrexate},{Triamcinolone}>",0.00184424511694191,3
"<{Triamcinolone},{Etanercept},{Secukinumab}>",0.00184424511694191,3
"<{Clobetasol},{Betamethasone},{Mometasone}>",0.00184424511694191,3
